clause_text,Judgment,label
회사 내부 인사규정에 의한 계열사 전적은 경영권 행사의 일환이므로 근로자의 별도 동의 없이 효력이 발생합니다.,"사용자가 근로계약 불이행에 대해 위약금이나 손해배상을 예정하는 것은 근로기준법 제24조 위반으로 무효이나, 기업이 부담한 위탁교육비의 일부 또는 전부를 의무재직기간 미충족 시 상환하도록 하는 약정은 위약금이 아니므로 유효하다고 판단됨.",0
회사 내부 인사규정에 의한 계열사 전적은 경영권 행사의 일환이므로 근로자의 별도 동의 없이 효력이 발생합니다.,형식상 위임계약을 체결했더라도 실질적으로 사용자의 지휘감독을 받으며 종속적으로 근로를 제공한 위임직 채권추심원은 근로기준법상 근로자에 해당하므로 퇴직금을 지급해야 한다는 판결임.,0
합병 후 신규 적용되는 취업규칙은 기존 근로자에게도 즉시 적용되며 별도 동의를 요하지 않습니다.,"기업 합병에 의해 근로계약이 포괄적으로 승계된 경우, 승계 후 퇴직금규정이 종전 규정보다 근로자에게 불리하면 근로자의 집단적 동의 없이 적용할 수 없으며, 불리한 변경된 규정은 효력이 없다는 판결임.",1
합병 후 신규 적용되는 취업규칙은 기존 근로자에게도 즉시 적용되며 별도 동의를 요하지 않습니다.,"사업주가 사내 협력업체와 도급계약을 체결하고 협력업체 근로자가 사업주 사업장에서 작업한 경우, 협력업체가 경제활동 측면에서 사업주로부터 독립성을 가지며 의사결정 구조상 독립적 사용자로 인정되면, 협력업체를 매개로 한 묵시적 근로계약관계가 성립하지 않는다는 판결임.",0
합병 후 신규 적용되는 취업규칙은 기존 근로자에게도 즉시 적용되며 별도 동의를 요하지 않습니다.,"근로자가 출산휴가를 이유로 퇴직할 때 사용자가 추가금 반환을 요구한 행위는 근로기준법 제10조의 균등처우 원칙과 제23조의 임금 감액 금지에 위반되며, 추가금 반환약정은 무효이므로 사용자가 미지급 추가금을 지급해야 한다는 판결임.",0
본 계약은 기본급에 제반 수당이 모두 포함된 포괄임금제로 체결되었으므로 별도의 연장·야간수당 청구는 불가합니다.,성과급영업원에 대한 임금 규정이 법정 제수당을 포함하는 내용이라도 포괄임금제 형태의 근로계약이 근로자에게 불이익이 없으면 무효라고 할 수 없다는 판결임.,1
본 계약은 기본급에 제반 수당이 모두 포함된 포괄임금제로 체결되었으므로 별도의 연장·야간수당 청구는 불가합니다.,"산림조합의 인사교류 관행이 명확하게 승인되어 근로계약의 내용을 이루는 경우, 근로자의 구체적 동의를 얻지 않더라도 다른 법인으로 전적시킬 수 있으나, 본 사건의 전적은 이러한 특별한 사정이 없으므로 근로자의 동의가 필요하다는 판결임.",0
본 계약은 기본급에 제반 수당이 모두 포함된 포괄임금제로 체결되었으므로 별도의 연장·야간수당 청구는 불가합니다.,"통상임금 산정의 기초가 되는 소정근로시간은 기준근로시간 범위 내 노사 약정시간이 우선 적용되어야 하며, 근로자가 연월차휴가를 사용하지 않고 계속 근로한 경우 휴가근로수당을 청구할 수 있다고 판결함.",0
"복리후생 목적으로 지급하는 식대, 교통비는 임금이 아닌 실비 변상이므로 통상임금 산정에서 제외합니다.","업무상 질병으로 장기요양 중인 근로자가 휴업급여(70%)와 사용자의 통상임금(30%)을 수령한 경우, 근로기준법 제79조의 휴업보상(60%)과 별도로 추가 손해배상을 청구한 사건으로, 이미 지급된 휴업급여 및 통상임금으로 법정 휴업보상 의무가 이행되었으므로 추가 지급 청구는 기각된다는 판결임.",1
"복리후생 목적으로 지급하는 식대, 교통비는 임금이 아닌 실비 변상이므로 통상임금 산정에서 제외합니다.","차량용역계약 명의자가 실제 운송업무를 수행한 경우, GPS 관리, 배송지 지시, 안전교육 의무 등 지휘감독 관계와 고정급여 지급, 업무대행 금지 등을 종합하면 근로기준법상 근로자로 인정되어야 하나, 형식상 사업주 지위가 우선된다는 판결임.",0
"복리후생 목적으로 지급하는 식대, 교통비는 임금이 아닌 실비 변상이므로 통상임금 산정에서 제외합니다.","사업주의 대리인이나 종업자가 근로기준법을 위반한 경우, 사업주인 법인도 당해 사항이 근로자 관련 사항일 때 벌금형을 부과받는다는 판결임.",0
본 계약은 위임 계약이므로 근로기준법상 근로자성을 주장할 수 없습니다.,"근로기준법상 근로자 해당 여부는 계약 형식보다 근로제공의 실질적 종속성을 종합적으로 판단해야 하며, 업무 내용 결정권, 지휘감독, 근무시간 장소 구속, 독립사업 영위 가능성, 수익과 손실 부담, 보수의 성격, 기본급 고정여부, 세원징수, 전속성, 사회보장 인정 등을 고려하여 판단한다는 판결임.",1
본 계약은 위임 계약이므로 근로기준법상 근로자성을 주장할 수 없습니다.,"정치망어구 세척 작업 중 심정지로 사망한 근로자가 근로기준법상 근로자에 해당하는지 판단함에 있어, 근로계약서의 신빙성, 일당의 적정성, 작성 시기 등을 종합적으로 고려하여 근로자성을 판단해야 한다고 판단됨.",1
본 계약은 위임 계약이므로 근로기준법상 근로자성을 주장할 수 없습니다.,"노동조합 조합원이 근로자위원 역할 수행 중 사망한 경우, 실질적 사용종속관계가 없어 근로자가 아니므로 산업재해로 인정될 수 없다고 판단됨.",0
강의료를 지급받는 시간강사는 사용종속관계가 없어 근로기준법상 근로자에 해당하지 않습니다.,"방과후 학교 강사가 학생 수에 따라 수수료를 받고 겸업이 가능하면 사업소득자로 보아 강사수수료를 임금에서 제외하고, 정보통신기기 설치는 건설공사가 아니므로 현장노무비를 임금에 포함하지 않는 것이 타당하다고 판단됨.",1
강의료를 지급받는 시간강사는 사용종속관계가 없어 근로기준법상 근로자에 해당하지 않습니다.,"업무상 질병으로 장기요양 중인 근로자가 휴업급여(70%)와 사용자의 통상임금(30%)을 수령한 경우, 근로기준법 제79조의 휴업보상(60%)과 별도로 추가 손해배상을 청구한 사건으로, 이미 지급된 휴업급여 및 통상임금으로 법정 휴업보상 의무가 이행되었으므로 추가 지급 청구는 기각된다는 판결임.",0
강의료를 지급받는 시간강사는 사용종속관계가 없어 근로기준법상 근로자에 해당하지 않습니다.,"근로자가 사직서를 제출하고 퇴직금을 이의 없이 수령한 후 약 20일 뒤 재입사하여 계속 근무한 경우, 사용자의 강요에 의해 의사에 반하여 사직한 것으로 인정하기 어렵다는 판결임. 근무형태 변경 시 기본일급은 변경된 근무형태의 취업시간을 기준으로 결정되어야 한다는 판결임.",0
무효인 근로계약에 기반한 노무 제공은 법적 효력이 없어 임금을 청구할 수 없습니다.,"사용자와 근로자가 퇴직금을 월급과 함께 분할 지급하기로 약정한 경우, 이는 퇴직금 중간정산이 아닌 한 최종 퇴직금청구권의 사전 포기로서 근로기준법상 강행법규에 위배되어 무효이며, 이미 지급한 퇴직금 명목 금원은 부당이득으로 반환해야 한다는 판결임.",1
무효인 근로계약에 기반한 노무 제공은 법적 효력이 없어 임금을 청구할 수 없습니다.,"요양보호사가 회사로부터 근무시간·장소·내용의 지정, 구체적 지휘감독, 기본급 미설정의 시간급 지급, 제3자 대행 불허 등 종속적 관계에서 노무를 제공한 경우, 계약형식과 무관하게 근로기준법상 근로자에 해당한다는 판결임.",0
무효인 근로계약에 기반한 노무 제공은 법적 효력이 없어 임금을 청구할 수 없습니다.,"사용자의 직장폐쇄가 근로자의 쟁의행위에 대한 정당한 방어수단으로 인정되는 경우, 직장폐쇄 기간 동안 대상 근로자에 대한 임금지불의무가 면제된다는 판결임. 다만 직장폐쇄의 정당성은 교섭태도, 쟁의행위의 목적과 방법, 사용자가 받는 타격 등 구체적 사정을 종합적으로 판단하여야 함.",0
계약서에 근로자가 아님을 명시하였으므로 근로기준법 적용을 배제합니다.,"사업자등록 폐업 후 친형의 회사에서 근무하며 배우자 계좌로 대금을 수령하였으나, 근로계약서 미체결, 출퇴근 기록 부재, 4대보험 미가입 등을 이유로 근로기준법상 근로자로 인정하지 않은 처분이 적법하다는 판결임.",1
계약서에 근로자가 아님을 명시하였으므로 근로기준법 적용을 배제합니다.,"기간제근로자의 근로계약 갱신 거부는 사용자의 사업 목적, 근로자 지위, 계약 체결 경위, 갱신 절차 운용 실태 등을 종합하여 사회통념상 객관적이고 합리적이며 공정한지를 기준으로 판단하며, 그 사유에 관한 증명책임은 사용자가 부담한다는 판결임.",0
계약서에 근로자가 아님을 명시하였으므로 근로기준법 적용을 배제합니다.,간호사가 임신 중 유해물질 노출로 인한 선천성 심장질환아 출산은 업무관련성이 인정되어 요양급여를 받을 수 있다는 판결임.,0
"1년 단위 기간제 계약은 계약기간 만료로 당연 종료되며, 갱신 기대권은 인정되지 않습니다.","기간제근로자의 근로계약 갱신 거부는 사용자의 사업 목적, 근로자 지위, 계약 체결 경위, 갱신 절차 운용 실태 등을 종합하여 사회통념상 객관적이고 합리적이며 공정한지를 기준으로 판단하며, 그 사유에 관한 증명책임은 사용자가 부담한다는 판결임.",1
"1년 단위 기간제 계약은 계약기간 만료로 당연 종료되며, 갱신 기대권은 인정되지 않습니다.","사용자와 근로자가 퇴직금을 월급과 함께 분할 지급하기로 약정한 경우, 이는 퇴직금 중간정산이 아닌 한 최종 퇴직금청구권의 사전 포기로서 근로기준법상 강행법규에 위배되어 무효이며, 이미 지급한 퇴직금 명목 금원은 부당이득으로 반환해야 한다는 판결임.",0
"1년 단위 기간제 계약은 계약기간 만료로 당연 종료되며, 갱신 기대권은 인정되지 않습니다.","주식회사의 대표이사는 원칙적으로 근로기준법 제15조의 사용자에 해당하나, 탈법적 목적으로 명목상만 등기되고 실질적 업무집행이 없는 경우는 사업경영담당자로 볼 수 없으므로 사용자 책임을 지지 않는다는 판결임.",0
계열사 간 인사이동은 그룹 차원의 경영권 행사이므로 근로자의 개별 동의 없이 효력이 발생합니다.,"근로계약 기간 만료 후 묵시적 갱신 여부와 사용자 변경 시 고용 승계 책임을 판단하는 사건으로, 공동주택 위·수탁관리계약 종료에 따른 관리업체 교체 과정에서 근로자의 고용 관계 존속 및 사용자 지위를 근로기준법 제28조, 제30조에 따라 판단해야 한다는 판결임.",0
계열사 간 인사이동은 그룹 차원의 경영권 행사이므로 근로자의 개별 동의 없이 효력이 발생합니다.,"사용자와 근로자가 퇴직금을 월급과 함께 분할 지급하기로 약정한 경우, 이는 퇴직금 중간정산이 아닌 한 최종 퇴직금청구권의 사전 포기로서 근로기준법상 강행법규에 위배되어 무효이며, 이미 지급한 퇴직금 명목 금원은 부당이득으로 반환해야 한다는 판결임.",0
계열사 간 인사이동은 그룹 차원의 경영권 행사이므로 근로자의 개별 동의 없이 효력이 발생합니다.,"근로자가 자유로운 의사에 기하여 사용자의 퇴직금과 대출금의 상계에 동의한 경우, 그 동의가 자발적이고 명시적이면 임금전액불원칙에 위반하지 않는다는 판결임.",0
위촉계약서에 근로관계 부재를 명시한 경우 해당 계약은 근로계약이 아니므로 퇴직금이 발생하지 않습니다.,근로기준법상의 근로자에 해당하는지 여부는 계약의 형식이 고용계약인지 도급계약인지보다 그 실질에 있어 근로자가 임금을 목적으로 종속적인 관계에서 사용자에게 근로를 제공하였는지 여부에 따라 판단해야 한다는 판결임.,1
위촉계약서에 근로관계 부재를 명시한 경우 해당 계약은 근로계약이 아니므로 퇴직금이 발생하지 않습니다.,"택시운전근로자의 경우 최저임금에 생산고에 따른 임금을 제외하고 산입하도록 한 특례 조항을 적용하여 최저임금액에 미달하는 근로계약 부분은 강행규정 위반으로 무효이며, 무효 부분은 최저임금액과 동일한 임금을 지급하기로 한 것으로 본다는 판결임.",0
위촉계약서에 근로관계 부재를 명시한 경우 해당 계약은 근로계약이 아니므로 퇴직금이 발생하지 않습니다.,"노동위원회가 사용자가 이행하여야 할 구제명령의 내용을 초과하는 사항을 불이행 내용으로 기재한 이행강제금 부과 예고서에 의하여 이행강제금을 부과한 경우, 그 부과 예고는 이행강제금 제도의 취지에 반하여 위법하고 이에 터 잡은 이행강제금 부과처분 역시 위법하다는 판결임.",0
사업자등록을 한 개인사업자와의 용역계약은 근로계약이 아니므로 근로기준법이 적용되지 않습니다.,근로기준법상의 근로자에 해당하는지 여부는 계약의 형식이 고용계약인지 도급계약인지보다 그 실질에 있어 근로자가 임금을 목적으로 종속적인 관계에서 사용자에게 근로를 제공하였는지 여부에 따라 판단해야 한다는 판결임.,1
사업자등록을 한 개인사업자와의 용역계약은 근로계약이 아니므로 근로기준법이 적용되지 않습니다.,"평균임금 산정의 기초가 되는 임금에는 계속적·정기적으로 지급되는 금품이 포함되며, 퇴직 당시를 기준으로 판단하되 특수하고 우연한 사정으로 임금 변동이 있었다면 통상적 생활임금을 기준으로 재산정해야 한다고 판단됨.",0
사업자등록을 한 개인사업자와의 용역계약은 근로계약이 아니므로 근로기준법이 적용되지 않습니다.,대한민국 국민 간 고용계약의 경우 취업장소가 국내든 국외든 근로기준법이 적용되어야 한다는 판결임.,0
협력업체 소속 근로자는 원청과 별도의 근로계약이 없으므로 원청에 직접 고용을 요구할 수 없습니다.,"용역업체를 통해 제3자의 사업장에서 근로를 제공하는 근로자라도, 용역업체가 형식적·명목적이고 사실상 제3자와 종속관계에 있으면 제3자와 묵시적 근로계약관계가 성립되어 제3자가 근로자라는 판결임.",1
협력업체 소속 근로자는 원청과 별도의 근로계약이 없으므로 원청에 직접 고용을 요구할 수 없습니다.,"사용자와 근로자가 퇴직금을 월급과 함께 분할 지급하기로 약정한 경우, 이는 퇴직금 중간정산이 아닌 한 최종 퇴직금청구권의 사전 포기로서 근로기준법상 강행법규에 위배되어 무효이며, 이미 지급한 퇴직금 명목 금원은 부당이득으로 반환해야 한다는 판결임.",0
협력업체 소속 근로자는 원청과 별도의 근로계약이 없으므로 원청에 직접 고용을 요구할 수 없습니다.,"사용자가 기숙사를 운영하면서 야간 관리자를 배치하지 않아 근로자 간 폭행 사고를 저지하지 못한 행위는 근로기준법 제101조의 기숙사 관리에 관한 보호의무를 위반한 것으로, 손해배상책임이 있다고 판결함.",0
위탁계약 형식으로 업무를 수행하는 자는 산재보험 적용 대상 근로자에 해당하지 않습니다.,"공사현장에서 부상을 입은 자가 근로자인지 하도급업자인지 판단함에 있어, 계약 형식이 아닌 실질적 종속성을 기준으로 판단하되, 고정된 일당제가 아닌 일괄 대가, 사업자등록 및 건설면허 보유, 불규칙한 출퇴근 등을 종합하면 근로자가 아닌 하도급업자로 판단되어 산재보험 요양불승인 처분이 적법하다는 판결임.",1
위탁계약 형식으로 업무를 수행하는 자는 산재보험 적용 대상 근로자에 해당하지 않습니다.,"진폐예방법상 진폐재해위로금 지급 대상은 분진작업에 종사한 근로자이므로, 시멘트 제조업 하역원이 분진작업에 종사했음을 입증하지 못하면 진폐재해위로금 부지급처분이 적법하다는 판결임.",0
위탁계약 형식으로 업무를 수행하는 자는 산재보험 적용 대상 근로자에 해당하지 않습니다.,"경비계장의 주된 업무가 경비원들의 관리감독이고 부수적 업무가 극히 일부 시간에 불과한 경우, 감시적 근로에 해당하는 경비직 직원으로 근로기준법 제49조 제3호의 적용 대상이 된다는 판결임.",0
등기임원은 회사와 위임관계에 있으므로 근로기준법상 근로자가 아니며 퇴직금 지급 의무가 없습니다.,"소외 회사의 이사로 등재되고 홍보대행 업무를 수행하면서 정기적으로 급여를 지급받았더라도, 회사 대표이사와의 특수한 관계, 4대 보험 미가입, 구체적 근무 기록 부재 등을 종합하면 근로기준법상 근로자로 보기 어려우며 업무상 사고도 아니라는 판결임.",1
등기임원은 회사와 위임관계에 있으므로 근로기준법상 근로자가 아니며 퇴직금 지급 의무가 없습니다.,"소액사건이라도 법령해석이 다수 사건에서 쟁점이 되고 재판부 간 엇갈리는 판단이 있으면 대법원이 법령해석을 판단할 수 있으며, 일정액 이상 생산고에 따른 임금은 최저임금 산입 제외 규정의 적용을 받는다는 판결임.",0
등기임원은 회사와 위임관계에 있으므로 근로기준법상 근로자가 아니며 퇴직금 지급 의무가 없습니다.,"부당한 면직처분에 해고예고수당을 지급했다 하더라도 정당한 이유 없는 해고는 무효이며, 해고예고는 정당한 이유가 있는 해고일 때만 적용된다는 판결임.",0
개인 질환이 업무와 무관하게 발병한 경우 업무상 재해로 인정되지 않아 산재급여를 지급할 의무가 없습니다.,"복수의 사업장에서 근무한 근로자의 업무상 질병 인정 시에는 모든 사업장에서의 업무 내용을 종합적으로 평가하여 상당인과관계를 판단해야 하며, 한 사업장의 업무만으로 인과관계를 부정할 수 없다는 판결임.",1
개인 질환이 업무와 무관하게 발병한 경우 업무상 재해로 인정되지 않아 산재급여를 지급할 의무가 없습니다.,"방과후 학교 강사가 학생 수에 따라 수수료를 받고 겸업이 가능하면 사업소득자로 보아 강사수수료를 임금에서 제외하고, 정보통신기기 설치는 건설공사가 아니므로 현장노무비를 임금에 포함하지 않는 것이 타당하다고 판단됨.",0
개인 질환이 업무와 무관하게 발병한 경우 업무상 재해로 인정되지 않아 산재급여를 지급할 의무가 없습니다.,"연장근로·야간근로·휴일근로 수당은 실제근무시간에 대한 할증임금이므로, 근무형태 변경으로 실제근무시간이 단축되면 수당감소는 임금의 본질상 당연하며 이를 보전할 의무는 없다는 판결임.",0
원청은 하청 근로자와 직접 근로계약을 체결하지 않았으므로 임금 지급 의무를 부담하지 않습니다.,"하도급근로자가 원청사용자로부터 직접적인 지시·감독을 받지 않고 독립적으로 업무를 수행하며 타인을 고용하고 자재를 조달한 경우, 근로기준법상 근로자로 인정되지 않는다는 판결임.",1
원청은 하청 근로자와 직접 근로계약을 체결하지 않았으므로 임금 지급 의무를 부담하지 않습니다.,"차량용역계약 명의자가 실제 운송업무를 수행한 경우, GPS 관리, 배송지 지시, 안전교육 의무 등 지휘감독 관계와 고정급여 지급, 업무대행 금지 등을 종합하면 근로기준법상 근로자로 인정되어야 하나, 형식상 사업주 지위가 우선된다는 판결임.",0
원청은 하청 근로자와 직접 근로계약을 체결하지 않았으므로 임금 지급 의무를 부담하지 않습니다.,"미지급 임금 청구권에 대한 3년 소멸시효 완성 후 사용자가 시효를 원용하는 것이 신의성실의 원칙에 반할 수 있으므로, 사용자의 시효 항변이 권리남용에 해당하는지 재심판단이 필요하다는 판결임.",0
전문자격증을 보유한 의사·변호사는 독립적 전문가로서 근로기준법상 근로자가 아닙니다.,"요양보호사가 회사로부터 근무시간·장소·내용의 지정, 구체적 지휘감독, 기본급 미설정의 시간급 지급, 제3자 대행 불허 등 종속적 관계에서 노무를 제공한 경우, 계약형식과 무관하게 근로기준법상 근로자에 해당한다는 판결임.",1
전문자격증을 보유한 의사·변호사는 독립적 전문가로서 근로기준법상 근로자가 아닙니다.,"차량용역계약 명의자가 실제 운송업무를 수행한 경우, GPS 관리, 배송지 지시, 안전교육 의무 등 지휘감독 관계와 고정급여 지급, 업무대행 금지 등을 종합하면 근로기준법상 근로자로 인정되어야 하나, 형식상 사업주 지위가 우선된다는 판결임.",0
전문자격증을 보유한 의사·변호사는 독립적 전문가로서 근로기준법상 근로자가 아닙니다.,정해진 기간 내 작업의 완성을 목적으로 하는 도급계약을 체결한 수급인은 사업주의 지배·관리 하에서 임금을 목적으로 근로를 제공하는 근로자로 보기 어려우므로 산업재해보상보험법상 보험급여 대상이 아니라고 판단됨.,0
선거 기간에만 한시적으로 운영되는 선거사무소 종사자는 근로기준법상 근로자에 해당하지 않습니다.,"정치망어구 세척 작업 중 심정지로 사망한 근로자가 근로기준법상 근로자에 해당하는지 판단함에 있어, 근로계약서의 신빙성, 일당의 적정성, 작성 시기 등을 종합적으로 고려하여 근로자성을 판단해야 한다고 판단됨.",1
선거 기간에만 한시적으로 운영되는 선거사무소 종사자는 근로기준법상 근로자에 해당하지 않습니다.,"피고의 요양불승인 처분에서 원고가 근로기준법상 근로자에 해당하는지 판단할 때, 계약형식보다 실질적 종속성을 고려하여 고정급 부재, 업무 거부 가능, 직접 지휘감독 부재, 자기 장비 사용, 사업소득 신고 등의 사정을 종합하면 근로자로 보기 어렵다는 판결임.",1
선거 기간에만 한시적으로 운영되는 선거사무소 종사자는 근로기준법상 근로자에 해당하지 않습니다.,"대한민국 국민 간의 고용계약은 취업장소가 국내·외국을 불문하고 근로기준법이 적용되며, 당사자의 묵시적 합의로 대한민국 법률 적용이 확정될 수 있다고 판단됨.",0
지급일 현재 재직 중인 자에 한해 지급하는 상여금은 고정성이 없어 통상임금에 해당하지 않습니다.,"단체협약에서 정기상여금을 재직 중인 근로자에 한하여 지급한다고 규정하더라도, 퇴직 전 근무기간에 비례하는 정기상여금은 근로의 대가로서 청구할 수 있으며, 정기상여금이 근무일수에 비례하여 지급되는 경우 통상임금에 해당한다는 판결임.",1
지급일 현재 재직 중인 자에 한해 지급하는 상여금은 고정성이 없어 통상임금에 해당하지 않습니다.,"기간제근로자의 근로계약 갱신 거부는 사용자의 사업 목적, 근로자 지위, 계약 체결 경위, 갱신 절차 운용 실태 등을 종합하여 사회통념상 객관적이고 합리적이며 공정한지를 기준으로 판단하며, 그 사유에 관한 증명책임은 사용자가 부담한다는 판결임.",0
지급일 현재 재직 중인 자에 한해 지급하는 상여금은 고정성이 없어 통상임금에 해당하지 않습니다.,"노동조합이 없는 사업장에서 보수규정을 불이익하게 변경할 때 이사회 결의와 근로자 대표 동의만으로는 부족하며, 근로자 집단의 집단적 의사결정 방법에 의한 동의를 얻어야 한다는 판결임.",0
목사·전도사는 사용자와 위임관계에 있으므로 근로기준법상 근로자가 아닙니다.,"교회의 서리 집사로 근무하며 사례비와 수당을 지급받고 사택을 제공받은 자도 지휘감독 관계와 급여의 정기성, 보험료 납부 등을 종합하면 근로기준법상 근로자로 인정될 수 있다는 판결임.",1
목사·전도사는 사용자와 위임관계에 있으므로 근로기준법상 근로자가 아닙니다.,"근로계약 기간 만료 후 묵시적 갱신 여부와 사용자 변경 시 고용 승계 책임을 판단하는 사건으로, 공동주택 위·수탁관리계약 종료에 따른 관리업체 교체 과정에서 근로자의 고용 관계 존속 및 사용자 지위를 근로기준법 제28조, 제30조에 따라 판단해야 한다는 판결임.",0
목사·전도사는 사용자와 위임관계에 있으므로 근로기준법상 근로자가 아닙니다.,산업재해로 인한 손실의 이중전보를 방지하기 위해 사용자가 가입한 자기신체사고보험금은 산재보험급여에서 공제할 수 없다는 판결임.,0
진폐 진단일 이전 퇴직한 근로자는 재직 중 발병이 확인되지 않아 산재보상 대상이 아닙니다.,"진폐예방법상 진폐재해위로금 지급 대상은 분진작업에 종사한 근로자이므로, 시멘트 제조업 하역원이 분진작업에 종사했음을 입증하지 못하면 진폐재해위로금 부지급처분이 적법하다는 판결임.",1
진폐 진단일 이전 퇴직한 근로자는 재직 중 발병이 확인되지 않아 산재보상 대상이 아닙니다.,"택시운전근로자의 경우 최저임금에 생산고에 따른 임금을 제외하고 산입하도록 한 특례 조항을 적용하여 최저임금액에 미달하는 근로계약 부분은 강행규정 위반으로 무효이며, 무효 부분은 최저임금액과 동일한 임금을 지급하기로 한 것으로 본다는 판결임.",0
