id,text
대중문화예술분야 연습생 표준계약서,제5조 ⑤ 기획업자는 연습생의 요구가 있는 경우에는 제4항에도 불구하고 훈련활동직접비 회계내역을 지체 없이 연습생에게 제공하여야 한다.
대중문화예술분야 연습생 표준계약서,"제5조 ⑥ 기획업자는 연습생의 훈련활동에 소요되는 모든 비용을 원칙적으로 부담한다. 다만, 기획업자와 연습생이 전속계약을 체결하게 되는 경우 연습생의 대중문화예술용역 제공에 따른 수익에서 훈련활동직접비를 공제할 수 있다. 이 경우 공제여부 및 방법은 기획업자와 연습생이 별도로 협의하여 정한다."
대중문화예술분야 연습생 표준계약서,"제6조 이 계약내용 중 일부를 변경할 필요가 있는 경우에는 기획업자와 연습생의 서면합의에 의하여 변경할 수 있으며, 그 서면합의에서 달리 정함이 없는 한, 변경된 사항은 그 다음 날부터 효력을 가진다."
대중문화예술분야 연습생 표준계약서,"제7조 ① 기획업자 또는 연습생이 고의 또는 과실로 이 계약상의 내용을 위반한 경우, 그 상대방은 위반자에 대하여 14일 간의 유예기간을 정하여 위반사항을 시정할 것을 요구하고, 그 기간 내에 위반사항이 시정되지 아니하는 경우 상대방은 계약을 해제 또는 해지할 수 있다."
대중문화예술분야 연습생 표준계약서,"제7조 ② 연습생이 중대한 질병에 걸리거나 상해를 당하는 등 부득이하게 이 계약내용을 계속하여 이행하기 어려운 경우 이 계약은 종료된다. 다만, 연습생이 계약의 종료를 목적으로 앞의 사정을 초래한 경우에는 그러하지 아니하다."
대중문화예술분야 연습생 표준계약서,"제7조 ③ 기획업자는 계약기간 중 연습생의 성장가능성에 대한 평가를 통해 연습생이 대중문화예술인으로서 성장가능성이 낮다고 판단되는 경우, 이 계약을 해지할 수 있다. 다만, 이 경우 기획업자는 연습생의 성장가능성에 관한 평가결과 등 합리적인 근거를 제시하여야 한다."
대중문화예술분야 연습생 표준계약서,"제7조 ④ 기획업자 또는 기획업자 소속 임직원(임원은 등기임원을 말하며 직원은 고용형태를 불문한다)이 연습생에 대하여 성폭력을 행사한 경우, 연습생은 계약을 해지할 수 있다."
대중문화예술분야 연습생 표준계약서,제7조 ⑤ 계약 해지일 현재 이미 발생한 당사자들의 권리·의무는 이 계약의 해지로 인하여 영향을 받지 않는다.
대중문화예술분야 연습생 표준계약서,"제8조 ① 기획업자 또는 연습생이 제7조에 따라 계약을 해제 또는 해지하는 경우, 상대방에게 손해배상을 청구할 수 있다."
대중문화예술분야 연습생 표준계약서,제8조 ② 연습생의 책임 있는 사유에 의하여 계약이 해제 또는 해지된 경우 기획업자에게 발생한 손해는 훈련활동직접비로 추정한다.
대중문화예술분야 연습생 표준계약서,"제8조 ③ 기획업자가 계약내용에 따른 자신의 의무를 충실히 이행하고 있음에도 불구하고 연습생이 제4조 제2항의 계약 체결을 위해 계약 상의 내용을 고의로 위반한 경우, 기획업자는 손해배상과 별도로 연습생에게 위약벌을 청구할 수 있다. 이 경우 위약벌은 훈련활동직접비의 50%를 넘지 못한다."
대중문화예술분야 연습생 표준계약서,"제8조 ④ 제7조 제2항 본문, 제3항 또는 제4항에 따라 계약이 종료 또는 해지되는 경우, 연습생은 손해배상 의무 등을 지지 않는다."
대중문화예술분야 연습생 표준계약서,"제8조 ⑤ 기획업자 또는 연습생이 이 계약에 따른 손해배상금 및 위약벌을 부담하는 경우, 양 당사자가 합의한 기한인 [ 사유 발생일로부터 00일 *수정 가능 ] 내에 상대방에게 이를 지급하여야 한다."
대중문화예술분야 연습생 표준계약서,제9조 ① 기획업자는 이 계약의 종료 1개월 전까지 재계약 또는 전속계약의 체결 여부 등을 연습생에게 통보하여야 한다.
대중문화예술분야 연습생 표준계약서,제9조 ② 기획업자가 제1항에 따른 통보를 하지 않는 경우에는 이 계약의 기간 만료 시 계약을 종료하는 의사표시를 한 것으로 본다.
대중문화예술분야 연습생 표준계약서,"제9조 ③ 기획업자와 연습생이 이 계약의 종료 전에 전속계약을 체결한 경우, 특별한 사정이 없는 한 이 계약은 종료된 것으로 본다."
대중문화예술분야 연습생 표준계약서,제10조 기획업자와 연습생은 이 계약의 내용 및 이 계약과 관련하여 알게 된 상대방의 업무상의 비밀을 제3자에게 누설하거나 부당한 목적으로 사용하여서는 아니 된다. 이 비밀유지의무는 계약기간 종료 후에도 유지된다.
대중문화예술분야 연습생 표준계약서,제11조 기획업자는 연습생에 대하여 「대중문화예술산업발전법」에 따라 대중문화예술기획업자로 등록한 것을 확인하고 보증한다.
대중문화예술분야 연습생 표준계약서,제12조 ① 이 계약에서 발생하는 모든 분쟁은 기획업자와 연습생이 자율적으로 해결하도록 노력한다.
대중문화예술분야 연습생 표준계약서,"제12조 ② 제1항에 따라 해결되지 않을 때에는 「콘텐츠산업 진흥법」에 따른 콘텐츠분쟁조정위원회에 분쟁조정을 신청할 수 있다. 이 경우, 기획업자와 연습생은 조정절차에 성실하게 임하며, 원활한 분쟁해결을 위해 노력한다."
대중문화예술분야 연습생 표준계약서,"제12조 ③ 기획업자와 연습생이 제2항에 따른 조정을 신청하지 아니하는 경우, 이 계약에 관한 분쟁의 해결은 통상의 민사절차에 의하며, 관할은 민사소송법에 따른다."
대중문화예술분야 연습생 표준계약서,"제13조 ① 기획업자와 연습생은 이 계약의 내용을 보충하거나, 이 계약에서 정하지 아니한 사항을 규정하기 위하여 부속 합의서를 작성할 수 있다."
대중문화예술분야 연습생 표준계약서,"제13조 ② 연습생이 청소년인 경우, 기획업자와 연습생은 문화체육관광부장관이 정하여 고시한 「청소년 대중문화예술인(또는 연습생) 표준 부속합의서」를 체결하여야 한다."
대중문화예술분야 연습생 표준계약서,"제13조 ③ 제6조에 따른 계약내용 변경 및 제1항에 따른 부속 합의는 이 계약의 내용과 배치되거나 위반하지 않는 범위에서 효력이 있다. 단, 제2항의 부속합의서는 이 계약보다 우선하여 적용된다."
대중문화예술인 방송·영상 출연표준계약서(음악 분야),제1조(기본원칙) ① ‘출연자’는 ‘사업자’가 제작하는 프로그램에 출연하여 <계약 주요사항>에 따른 대중문화예술용역을 제공하고 ‘사업자’는 그에 따른 대가를 지급하는 것에 합의한다.
대중문화예술인 방송·영상 출연표준계약서(음악 분야),"제1조(기본원칙) ② 계약 당사자들은 본 계약을 신의성실의 원칙에 따라 이행하여야 하며, 본 계약에 따라 선량한 관리자의 주의로써 양질의 결과물을 제작하기 위하여 상호 협력한다."
대중문화예술인 방송·영상 출연표준계약서(음악 분야),"제1조(기본원칙) ③ 본계약은 체결일로부터 효력을 발생하며, 계약기간은 달리 정함이 없는 한 계약 당사자의 권리·의무가 종료된 시점까지로 한다."
대중문화예술인 방송·영상 출연표준계약서(음악 분야),"제2조(‘사업자’의 의무) ① ‘사업자’는 본 계약에서 정하는 바에 따라 ‘출연자’ 또는 ‘매니지먼트사’가 지정한 <계약 주요사항>의 지급 계좌로 출연료를 지급하며, ‘출연자’ 또는 ‘매니지먼트사’의 요청이 있는 경우 출연료의 내역을 제공하여야 한다."
대중문화예술인 방송·영상 출연표준계약서(음악 분야),"제2조(‘사업자’의 의무) ② ‘사업자’는 본 프로그램 제작과정에서 ‘출연자’의 신체·정신적 상황을 고려하여야 하며, ‘출연자’의 사생활 등 인격이 침해되지 않도록 주의의무를 다하여야 한다."
대중문화예술인 방송·영상 출연표준계약서(음악 분야),"제2조(‘사업자’의 의무) ③ ‘사업자’는 ‘출연자’가 자신의 능력을 발휘할 수 있는 환경을 제공하도록 노력하여야 하며, 이를 위하여 ‘사업자'는 ‘출연자’가 프로그램의 내용을 숙지한 상태에서 촬영에 임할 수 있도록 하여야 한다."
대중문화예술인 방송·영상 출연표준계약서(음악 분야),제2조(‘사업자’의 의무) ④ 1일 최대 촬영 시간은 대기시간 및 촬영을 위한 이동시간을 포함하여 12시간을 초과할 수 없다.
대중문화예술인 방송·영상 출연표준계약서(음악 분야),제2조(‘사업자’의 의무) ⑤ ‘사업자’는 ‘출연자’가 ‘사업자’의 연출이나 연출에 필요한 일반적인 계약이행 요청 중에 사고를 당하는 경우 이에 필요한 조치를 적극적으로 취해야 한다.
대중문화예술인 방송·영상 출연표준계약서(음악 분야),"제2조(‘사업자’의 의무) ⑥ ‘출연자’가 ‘사업자’ 소속 임직원 등에 의하여 성희롱·성폭력 피해를 입은 경우, ‘출연자’ 또는 ‘매니지먼트사’는 해당 임직원 등을 관련 업무에서 배제 요청할 수 있으며, ‘사업자’는 사실을 확인한 후 관련자를 업무에서 배제하고 피해자 보호조치를 취해야 한다."
대중문화예술인 방송·영상 출연표준계약서(음악 분야),제3조(‘출연자’ 및 ‘매니지먼트사’의 의무) ① ‘출연자’는 대중문화예술인으로서 필요한 재능과 역량을 최대한 발휘하여 계약 당사자 간 합의된 범위 내에서 본 프로그램의 제작에 필요한 모든 용역을 성실히 제공하여야 한다.
대중문화예술인 방송·영상 출연표준계약서(음악 분야),제3조(‘출연자’ 및 ‘매니지먼트사’의 의무) ② ‘출연자’는 본 계약의 불이행으로 인해 ‘사업자’가 피해를 보지 않도록 하여야 한다.
대중문화예술인 방송·영상 출연표준계약서(음악 분야),"제3조(‘출연자’ 및 ‘매니지먼트사’의 의무) ③ ‘출연자’는 ‘사업자’가 보충촬영, 재촬영, 사후녹음 등의 용역제공을 요청하는 경우 이에 협조하여야 한다."
대중문화예술인 방송·영상 출연표준계약서(음악 분야),제3조(‘출연자’ 및 ‘매니지먼트사’의 의무) ④ ’출연자’는 사회적 물의를 일으켜 본 프로그램의 제작 및 방영ㆍ공개에 차질을 주어서는 아니된다.
대중문화예술인 방송·영상 출연표준계약서(음악 분야),제3조(‘출연자’ 및 ‘매니지먼트사’의 의무) ⑤ ‘매니지먼트사’는 ‘출연자’가 제1항부터 제4항까지 대중문화예술인으로서 필요한 재능과 역량을 최대한 발휘하여 본 프로그램 제작에 필요한 모든 용역을 성실히 제공할 수 있도록 관리자로서 의무를 다하여야 한다.
대중문화예술인 방송·영상 출연표준계약서(음악 분야),"제3조(‘출연자’ 및 ‘매니지먼트사’의 의무) ⑥ ‘사업자’ 소속 임직원이 ‘출연자’ 또는 ‘매니지먼트사’ 소속 임직원 등에 의하여 성희롱·성폭력 피해를 입은 경우, ‘사업자’는 해당 ‘출연자’ 또는 ‘매니지먼트사’ 소속 임직원 등을 관련 업무에서 배제 요청할 수 있다."
대중문화예술인 방송·영상 출연표준계약서(음악 분야),제4조(저작권·저작인접권 등) ① 본 계약을 통해 제작된 영상저작물의 저작권과 저작인접권에 관한 사항은 「저작권법」에 따른다.
대중문화예술인 방송·영상 출연표준계약서(음악 분야),제4조(저작권·저작인접권 등) ② ‘사업자’는 ‘출연자’의 실연(연기·무용·연주·가창·구연·낭독 등 표현행위)을 사용하는 경우에 저작권 신탁관리단체와 특약을 체결하여 저작인접권 사용료를 지급하거나 양 당사자간 계약에 따른 저작인접권 사용료를 지급하여야 한다.
대중문화예술인 방송·영상 출연표준계약서(음악 분야),제4조(저작권·저작인접권 등) ③ ‘사업자’가 본 프로그램의 영상물을 그대로 사용 또는 유통하는 것 이외에 본 계약에서 정한 범위를 초과하여 수정·편집 등 변형된 형태로 활용하고자 하는 경우 ‘사업자’는 이 이용에 따른 저작인접권 사용료를 ‘출연자’ 또는 ‘매니지먼트사’와 별도로 협의하여 지급하여야 한다.
대중문화예술인 방송·영상 출연표준계약서(음악 분야),"제4조(저작권·저작인접권 등) ④ ‘사업자’는 미방영·미공개된 촬영물을 추후 복제·배포·전송하고자 하는 경우, ‘출연자’ 또는 ‘매니지먼트사’에 이 이용에 따른 출연료 및 저작인접권 사용료를 지급하여야 한다. 단, 해당 촬영물에 대한 출연료가 사전에 지급된 경우 본 항에 따른 출연료는 지급하지 아니한다."
대중문화예술인 방송·영상 출연표준계약서(음악 분야),"제5조(계약 및 프로그램 내용의 변경) 합리적이고 객관적인 사유가 발생하여 부득이하게 계약 내용의 변경이 필요한 경우, 당사자는 서면(전자서면을 포함한다)으로 합의하여 본 계약의 내용을 변경할 수 있다."
